Crash ID,Crash Date and Time,Hour of Day,Day of the week,Crash Type,Crash Severity,Property Damage Crash Indicator,Property Damage Indicator,Alcohol Involved,Aggressive Driver Involved,Bicycle Involved,Cell Phone Involved,Animal Involved,Animal Type,Drug Involved,Crash Location,Latitude,Longitude,YTD Indicator,ObjectID
3121117,12/23/2023 7:00:00 PM,14,7,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, VRIES ST SW &  ROOSEVELT AVE SW,42.9359977955207,-85.684705648755,FALSE,2634
3121116,12/22/2023 10:00:00 PM,17,6,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,Yes,Deer,No, DEAN LAKE AVE NE &  KRISLIN ST NE,43.000078133588,-85.6151775670243,FALSE,2635
3121115,12/8/2023 10:40:00 PM,17,6,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LOGAN ST SW & S DIVISION AVE ,42.9541607095235,-85.6676140553827,FALSE,2636
3121114,12/6/2023 3:10:00 AM,22,3,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, GRIGGS ST SW &  CLYDE PARK AVE SW,42.9319499490048,-85.6839653925005,FALSE,2637
3121113,12/8/2023 8:30:00 PM,15,6,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, RAMP 038A   & E BELTLINE AVE NE,42.971453065782,-85.5909979569569,FALSE,2638
3121112,12/8/2023 1:10:00 PM,8,6,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No, COIT AVE NE &  3 MILE RD NE,43.0134833384213,-85.657302762218,FALSE,2639
3121111,12/8/2023 11:40:00 AM,6,6,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, UNIVERSITY DR SE & E BELTLINE AVE SE,0,0,FALSE,2640
3121109,11/28/2023 8:19:00 PM,15,3,Other,No Injury (O),Yes,No,No,Yes,No,No,No,,No, PLAINFIELD AVE NE &  RAMP 033B  ,43.018744294822,-85.6382781938206,FALSE,2641
3121108,11/4/2023 6:45:00 PM,14,7,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LAKE MICHIGAN DR NW &  COLLINDALE AVE NW,42.9717746761914,-85.73654743235,FALSE,2642
3121107,12/5/2023 9:46:00 PM,16,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, HALL ST SW &  CAULFIELD AVE SW,42.9416194184936,-85.681372450781,FALSE,2643
3121106,11/3/2023 6:30:00 PM,14,6,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, ALPINE AVE NW &  SYLVIA ST NW,42.9942122353509,-85.6883019896598,FALSE,2644
3121105,10/27/2023 8:24:00 PM,16,6,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  28TH ST SE,42.9117496443685,-85.627733606628,FALSE,2645
3121104,11/16/2023 9:30:00 PM,16,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, GODFREY AVE SW &  CURVE ST SW,42.9433714705426,-85.6845963538438,FALSE,2646
3121103,12/6/2023 9:57:00 PM,16,4,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MICHIGAN ST NE &  LAFAYETTE AVE NE,42.9702874254386,-85.6619158010559,FALSE,2647
3121102,10/26/2023 11:15:00 AM,7,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MADISON AVE SE &  28TH ST SE,42.9129692145453,-85.6569135604357,FALSE,2648
3121101,11/11/2023 12:05:00 PM,7,7,Head On-Left Turn,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BUCHANAN AVE SW &  CUTLER ST SW,42.9266552690019,-85.6715253284456,FALSE,2649
3121100,11/11/2023 5:00:00 AM,0,7,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, LANGLEY ST SE &  NORMAN DR SE,0,0,FALSE,2650
3121099,11/10/2023 2:10:00 PM,9,6,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE SE &  WOODLAND DR SE,42.9178366548809,-85.5838172190064,FALSE,2651
3121098,11/9/2023 11:00:00 PM,18,5,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, RAMP 015A   & N US 131  ,42.9648934840185,-85.6785705932134,FALSE,2652
3121097,11/8/2023 12:20:00 PM,7,4,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, SHIRLEY ST NE &  COLLEGE AVE NE,42.9790982249961,-85.6558724537625,FALSE,2653
3121096,10/28/2023 5:30:00 PM,13,7,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No,S DIVISION AVE  &  LOGAN ST SW,42.953670344767,-85.6676044561434,FALSE,2654
3121095,11/13/2023 8:30:00 PM,15,2,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, HAYDEN ST SW &  NORWICH AVE SW,42.9485364913007,-85.6860645726196,FALSE,2655
3121094,10/27/2023 6:31:00 PM,14,6,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BURTON ST SW &  BUCHANAN AVE SW,42.9276207468557,-85.6711856252004,FALSE,2656
3121093,11/15/2023 11:30:00 PM,18,4,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,Yes,Deer,No, 28TH ST SE &  BIRCHCREST DR SE,42.9126309874372,-85.6115304349662,FALSE,2657
3121092,10/25/2023 9:00:00 PM,17,4,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, NORMAN DR SE &  LANGLEY ST SE,42.8858089972066,-85.6301415444872,FALSE,2658
3121091,10/26/2023 8:45:00 PM,16,5,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E FULTON ST  &  PLYMOUTH AVE NE,42.962745851911,-85.6248209608456,FALSE,2659
3121090,10/26/2023 4:19:00 PM,12,5,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, CORNERSTONE COLLEGE DR NE &  E BELTLINE AVE NE,0,0,FALSE,2660
3121089,12/7/2023 10:25:00 PM,17,5,Sideswipe-Opposite,No Injury (O),Yes,No,No,Yes,No,No,No,,No, SIGSBEE ST SE &  FULLER AVE SE,42.9546148111659,-85.6394016078169,FALSE,2661
3121088,12/5/2023 11:20:00 AM,6,3,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,Yes,Deer,No,E BELTLINE AVE SE &  CALVIN COLLEGE DR SE,42.9320153431306,-85.5845522347981,FALSE,2662
3121087,12/5/2023 8:45:00 PM,15,3,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BURTON ST SW &  CENTURY AVE SW,42.9278508577129,-85.6833177726748,FALSE,2663
3121086,12/6/2023 11:05:00 PM,18,4,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, PLAINFIELD AVE NE &  PALMER ST NE,42.9942829639017,-85.6602546302012,FALSE,2664
3121085,12/6/2023 7:49:00 PM,14,4,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, COLLEGE AVE NE &  LYDIA ST NE,42.9769663650099,-85.6570320351374,FALSE,2665
3121084,12/19/2023 10:50:00 PM,17,3,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BURTON ST SE &  WOODCLIFF AVE SE,42.9269626409895,-85.5938960425179,FALSE,2666
3121083,12/7/2023 6:00:00 AM,1,5,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No,E MALL DR SE & E BELTLINE AVE SE,0,0,FALSE,2667
3121082,12/10/2023 8:15:00 PM,15,1,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 44TH ST SE &  44TH ST SE,42.8837707806141,-85.6083502907602,FALSE,2668
3121081,12/8/2023 9:35:00 PM,16,6,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 44TH ST SE &  44TH ST SE,42.8837555599892,-85.6084861501067,FALSE,2669
3121080,11/16/2023 8:00:00 PM,15,5,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, 28TH ST SE &  BRETON RD SE,42.9126359415507,-85.6089042460044,FALSE,2670
3120392,2/13/2024 3:40:00 PM,10,3,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, LAFAYETTE AVE NE &  HASTINGS ST NE,42.9721635399806,-85.6619241545885,YTD,2671
3120391,10/16/2023 6:30:00 AM,2,2,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, KIRTLAND ST SW &  DARWIN AVE SW,42.9245347910289,-85.673706502525,FALSE,2672
3120390,10/24/2023 12:00:00 PM,8,3,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No,W FULTON ST  &  LAKE MICHIGAN DR NW,42.9656195133803,-85.702612248402,FALSE,2673
3120389,10/25/2023 8:20:00 PM,16,4,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No, DIAMOND AVE NE &  HELEN ST NE,42.9645008509072,-85.6445789129303,FALSE,2674
3120388,10/25/2023 6:30:00 PM,14,4,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, RAMP 009C   &  CENTURY AVE SW,42.9286836530298,-85.682256996421,FALSE,2675
3120387,10/23/2023 8:15:00 PM,16,2,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  PRINCE ST SE,42.9463250730023,-85.6463874030501,FALSE,2676
3120386,10/23/2023 7:15:00 PM,15,2,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, HALL ST SW &  GRANDVILLE AVE SW,42.9416364181245,-85.6823984953425,FALSE,2677
3120385,10/23/2023 5:30:00 PM,13,2,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, INDIANA AVE SW &  PARK ST SW,42.959588139382,-85.6887227351878,FALSE,2678
3120384,10/19/2023 4:47:00 PM,12,5,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, CALIFORNIA ST NW &  SEWARD AVE NW,0,0,FALSE,2679
3120383,10/23/2023 2:00:00 AM,22,1,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, KIRTLAND ST SW &  DARWIN AVE SW,42.9245305921205,-85.6729574679357,FALSE,2680
3120382,10/17/2023 4:00:00 AM,0,3,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, WESTON ST SW &  COMMERCE AVE SW,42.9622385559016,-85.6697107785122,FALSE,2681
3120381,10/19/2023 2:15:00 PM,10,5,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, MARSHALL AVE SE &  BROOKVILLE PLZ SE,42.9099463434491,-85.6452729487913,FALSE,2682
3120380,10/19/2023 9:55:00 PM,17,5,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, LAKE DR SE &  FULLER AVE SE,42.9585761623578,-85.6401788126774,FALSE,2683
3120379,1/25/2024 9:35:00 PM,16,5,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, LEONARD ST NE &  LEFFINGWELL AVE NE,42.984348185891,-85.5993383844741,YTD,2684
3120378,10/4/2023 11:40:00 AM,7,4,Sideswipe-Opposite,No Injury (O),Yes,No,No,No,No,No,No,,No, KALAMAZOO AVE SE &  SOUTHAMPTON DR SE,0,0,FALSE,2685
3120377,7/29/2023 4:02:00 PM,12,7,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, 28TH ST SE &  KALAMAZOO AVE SE,0,0,YTD,2686
3120376,1/25/2024 12:52:00 PM,7,5,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BROADWAY AVE NW &  11TH ST NW,42.9813372243076,-85.6791144998598,YTD,2687
3120375,1/24/2024 7:52:00 PM,14,4,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LA GRAVE AVE SE &  WEALTHY ST SE,42.9562907722653,-85.665222837236,YTD,2688
3120374,2/10/2024 3:08:00 PM,10,7,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, GARFIELD AVE NW &  LEONARD ST NW,0,0,YTD,2689
3120373,1/24/2024 11:08:00 PM,18,4,Single Motor Vehicle,Possible Injury (C),No,No,No,No,No,No,No,,No, 141 28TH ST SE &  DIVISION AVE S,0,0,YTD,2690
3120372,1/24/2024 1:00:00 PM,8,4,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MARSHALL AVE SE &  HALL ST SE,42.940839628609,-85.6470720643156,YTD,2691
3120371,1/23/2024 4:49:00 PM,11,3,Other,No Injury (O),Yes,No,No,No,No,No,No,,No, WALNUT ST NE &  UNION AVE NE,42.9799952466352,-85.6548992593407,YTD,2692
3120370,1/25/2024 3:40:00 AM,22,4,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, JAMES AVE SE &  EVANS ST SE,42.9581436974848,-85.6530335737222,YTD,2693
3120369,1/24/2024 2:09:00 PM,9,4,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No, HALL ST SE &  JEFFERSON AVE SE,42.941404173593,-85.6636620008002,YTD,2694
3120368,1/21/2024 5:20:00 AM,0,1,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, EASTERN AVE SE &  FRANKLIN ST SE,42.9483498770907,-85.649254132189,YTD,2695
3120367,1/24/2024 9:42:00 PM,16,4,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BURTON ST. SE  &  ROSEMONT AVE SE ,42.9270999989795,-85.6055318502353,YTD,2696
3120366,1/23/2024 4:00:00 PM,11,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, COIT AVE NE &  PALMER ST NE,42.9945635213759,-85.6646068509042,YTD,2697
3120365,1/25/2024 2:00:00 AM,21,4,Single Motor Vehicle,Suspected Serious Injury (A),No,No,No,Yes,No,No,No,,No, LEONARD ST NW &  FAIRFIELD AVE NW,42.9861698477229,-85.7296555870721,YTD,2698
3120364,1/25/2024 10:17:00 PM,17,5,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No, BURTON ST SE &  LAFAYETTE AVE SE,42.9274201193618,-85.6603977653085,YTD,2699
3120363,1/24/2024 8:39:00 PM,15,4,Head On,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BROOKMOOR DR NE &  BROOKMOOR CT NE,42.9949281877946,-85.6224635698709,YTD,2700
3120362,1/20/2024 10:14:00 PM,17,7,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, JEFFERESON AVE SE &  DICKINSON ST SE,0,0,YTD,2701
3120361,1/24/2024 1:40:00 PM,8,4,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, FAIRBANKS ST NE &  CLANCY AVE NE,42.9752214735557,-85.6637103524497,YTD,2702
3120360,1/25/2024 10:34:00 PM,17,5,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MARKET AVE SW &  CHERRY ST SW,42.9596658063462,-85.6757663730412,YTD,2703
3120359,1/31/2024 4:17:00 PM,11,4,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, BALL AVE NE &  BRADFORD ST NE,42.9776050544692,-85.6300241660984,YTD,2704
3120358,1/1/2024 8:00:00 AM,3,2,Other,No Injury (O),Yes,No,No,Yes,No,No,No,,No, STAFFORD AVE SW &  BURTON ST SW,42.9286347745355,-85.6759017901798,YTD,2705
3120357,1/24/2024 9:25:00 PM,16,4,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, WOODMERE AVE SE &  WEALTHY ST SE,42.9555192562335,-85.6303126590519,YTD,2706
3120356,1/25/2024 12:00:00 PM,7,5,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, MYRTLE ST NW &  FREMONT AVE NW,42.9889374829038,-85.6906257643922,YTD,2707
3120355,1/14/2024 4:05:00 AM,23,7,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, GOODRICH ST SW &  COMMERCE AVE SW,42.9569154935777,-85.6686213967617,YTD,2708
3120354,1/25/2024 1:57:00 PM,8,5,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, CAMPAU AVE NW &  LOUIS ST NW,42.9654592420469,-85.6733332985848,YTD,2709
3120353,1/12/2024 1:35:00 AM,20,5,Rear End-Left Turn,No Injury (O),Yes,No,No,Yes,No,No,No,,No, COLLEGE AVE NE &  MICHIGAN ST NE,42.970226955038,-85.6569770692145,YTD,2710
3120352,1/17/2024 7:22:00 PM,14,4,Other,No Injury (O),Yes,No,No,No,No,No,No,,No, STEVENS ST SW &  RANDOLPH AVE SW,42.9383765896795,-85.670997876969,YTD,2711
3120351,12/23/2023 11:59:00 PM,18,7,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, HALL ST SE &  JEFFERSON AVE SE,42.9413948610146,-85.6633281882593,FALSE,2712
3120350,12/1/2023 8:55:00 AM,3,6,Sideswipe-Opposite,No Injury (O),Yes,No,No,Yes,No,No,No,,No, NORWICH AVE SW &  OXFORD ST SW,42.9472559711086,-85.6862202543726,FALSE,2713
3120349,12/15/2023 10:50:00 PM,17,6,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, HALL ST SW &  DIVISION AVE SW,42.9414912392279,-85.6671620930873,FALSE,2714
3120348,12/1/2023 8:29:00 PM,15,6,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NW &  MUSKEGON AVE NW,42.9851163762865,-85.6844393521153,FALSE,2715
3120347,9/15/2023 4:13:00 PM,12,6,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BURTON ST SE &  DIVISION AVE SE,42.9275336323435,-85.6663728317245,YTD,2716
3120346,1/14/2024 8:15:00 AM,3,1,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, ROSSMAN AVE SE &  ADAMS ST SE,42.9373459116994,-85.6315797640103,YTD,2717
3120345,1/25/2024 7:31:00 AM,2,5,Single Motor Vehicle,No Injury (O),Yes,No,Yes,No,No,No,No,,No, BOSTON ST SE &  PLYMOUTH AVE SE,42.9343627390609,-85.6233458394274,YTD,2718
3120344,8/26/2023 12:20:00 AM,20,6,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, RIVERSIDE PARK DR NW &  MONROE AVE AVE NW,0,0,YTD,2719
3120343,1/25/2024 9:15:00 PM,16,5,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD AVE NW &  TAYLOR AVE N,42.9846810695925,-85.6688849085287,YTD,2720
3120342,1/23/2024 10:45:00 PM,17,3,Other,Possible Injury (C),No,No,No,Yes,No,No,No,,No, RAMP 075F   &  LAKE MICHIGAN DR NW,42.9656043082538,-85.7048822597913,YTD,2721
3120341,1/22/2024 12:15:00 PM,7,2,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BURTON ST SE &  KALAMAZOO AVE SE,42.9271538230907,-85.6338647609258,YTD,2722
3120340,2/8/2024 9:46:00 PM,16,5,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,Yes,No,No,,No, 28TH ST SE &  MADISON AVE SE,42.9128377854421,-85.6569051979061,YTD,2723
3120339,11/22/2023 10:47:00 PM,17,4,Sideswipe-Opposite,No Injury (O),Yes,No,No,No,No,No,No,,No, EAST MALL DR DR SE &  EASTBROOK MALL DR SE,0,0,FALSE,2724
3120338,11/24/2023 8:45:00 PM,15,6,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, BRETON RD SE &  29TH ST ST SE,0,0,FALSE,2725
3120337,11/15/2023 3:34:00 PM,10,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, MARKET AVE SW &  WEALTHY ST SW,42.9566264478299,-85.6791384254475,FALSE,2726
3119640,2/11/2024 5:30:00 PM,12,1,Single Motor Vehicle,Suspected Minor Injury (B),No,No,No,No,No,No,No,,No, OTTAWA ALLE SW &  WESTON ST SW,0,0,YTD,2727
3119639,12/18/2023 12:55:00 PM,7,2,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 6TH ST NW &  SCRIBNER AVE NW,42.9768585724756,-85.6772043754358,FALSE,2728
3119638,12/13/2023 11:12:00 PM,18,4,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 28TH ST SE &  BROADMOOR AVE SE,42.9125059885156,-85.5829621566658,FALSE,2729
3119637,2/10/2024 1:29:00 AM,20,6,Rear End,Possible Injury (C),No,No,Yes,Yes,No,No,No,,No, DIVISION AVE S &  WEALTHY ST SW,42.9560893911927,-85.667651281696,YTD,2730
3119636,2/9/2024 11:25:00 PM,18,6,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LOUIS ST NW &  MONROE AVE NW,42.9649232337434,-85.6719953818319,YTD,2731
3119635,2/9/2024 12:20:00 AM,19,5,Head On,No Injury (O),Yes,No,Yes,Yes,No,No,No,,No, BURTON ST SE &  CSX TRANSPORTATION  ,42.9271974202511,-85.6383743871546,YTD,2732
3119634,2/8/2024 9:00:00 PM,16,5,Angle,Suspected Minor Injury (B),No,No,No,No,No,No,No,,No, LAKE MICHIGAN DR  NW &  MAYNARD AVE  NW,42.9719592567657,-85.7469125754805,YTD,2733
3119633,1/22/2024 1:45:00 PM,8,2,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No, BURTON ST SE   &  KALAMAZOO AVE SE  ,42.9271467493681,-85.6332150840037,YTD,2734
3119632,2/9/2024 4:54:00 PM,11,6,Backing,No Injury (O),Yes,No,No,No,No,No,No,,No, LEONARD ST NW &  WALKER AVE NW,0,0,YTD,2735
3119631,2/10/2024 8:15:00 AM,3,7,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, NORWOOD AVE SE &  LOGAN ST SE,0,0,YTD,2736
3119630,2/10/2024 8:22:00 PM,15,7,Single Motor Vehicle,Suspected Minor Injury (B),No,No,No,No,No,No,No,,No,S DIVISION AVE  &  CROFTON ST SE,42.9350812137243,-85.6670227972553,YTD,2737
3119629,2/9/2024 6:35:00 PM,13,6,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No,E BELTLINE AVE SE &  BURTON ST SE,42.926934668954,-85.5844438618909,YTD,2738
3119628,1/21/2024 8:00:00 PM,15,1,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, GRANDVILLE AVE SW &  CHERRY ST SW,42.9597937170618,-85.6734419906138,YTD,2739
3119627,2/12/2024 4:25:00 AM,23,1,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,Yes,No,,No, COTTAGE GROVE ST SW & S DIVISION AVE ,42.9354154749296,-85.6676801509488,YTD,2740
3119626,2/10/2024 10:25:00 PM,17,7,Rear End,Possible Injury (C),No,No,No,Yes,No,No,No,,No,E BELTLINE AVE NE &  DEPOSIT DR NE,42.9715461277396,-85.5907021444174,YTD,2741
3119625,2/9/2024 3:50:00 PM,10,6,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  SHANGRAI LA DR SE,42.9104270899654,-85.6275016769743,YTD,2742
3119624,2/10/2024 11:27:00 AM,6,7,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, COOPER AVE SE &  FISK ST SE,42.9422846371567,-85.6410037343836,YTD,2743
3119623,1/23/2024 10:00:00 PM,17,3,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 2ND ST NW &  SEWARD AVE NW,42.9728668655131,-85.6827588292872,YTD,2744
3119622,1/19/2024 4:30:00 AM,23,5,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, CENTURY AVE SW &  BURTON ST SW,42.9278507307404,-85.6832199391142,YTD,2745
3119621,1/21/2024 9:20:00 PM,16,1,Angle,Possible Injury (C),No,No,No,Yes,No,No,No,,No, OTTAWA AVE SW &  CHERRY ST SW,42.9597025383815,-85.6720744428703,YTD,2746
3119620,2/11/2024 5:20:00 AM,0,1,Sideswipe-Same,No Injury (O),Yes,No,No,No,No,No,No,,No, ROSE ST SW & S DIVISION AVE ,42.9298306153548,-85.6684779852627,YTD,2747
3119619,1/23/2024 7:30:00 AM,2,3,Single Motor Vehicle,No Injury (O),Yes,No,No,No,No,No,No,,No, FULTON ST NW &  MOUNT VERNON AVE NW,42.9633233271892,-85.6792225013879,YTD,2748
3119618,2/11/2024 11:00:00 AM,6,1,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 28TH ST SE &  KALAMAZOO AVE SE,42.9133637576915,-85.6868840888671,YTD,2749
3119617,1/18/2024 5:53:00 PM,12,5,Unknown,No Injury (O),Yes,No,No,No,No,No,No,,No, HENRY AVE SE &  THOMAS ST SE,42.9498520043587,-85.6517097198585,YTD,2750
3119616,1/23/2024 12:20:00 PM,7,3,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  28TH ST SE,42.9126355986838,-85.6280376802281,YTD,2751
3119615,1/19/2024 6:03:00 PM,13,6,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, DIAMOND AVE SE &  CHESTER ST SE,42.9585612840995,-85.6444645157606,YTD,2752
3119614,1/20/2024 10:44:00 PM,17,7,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST NW &  HAMILTON AVE NW,42.984964690202,-85.6800227416587,YTD,2753
3119613,1/19/2024 4:15:00 PM,11,6,Angle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BRIDGE ST NW &  SCRIBNER AV NW,42.9705488681392,-85.6778091627936,YTD,2754
3119612,1/22/2024 1:30:00 PM,8,2,Rear End,No Injury (O),Yes,No,No,Yes,No,No,No,,No, LEONARD ST  &  NORTH AVE AVE ,42.9845391007924,-85.659088189282,YTD,2755
3119611,2/11/2024 11:46:00 PM,18,1,Rear End,Possible Injury (C),No,No,No,No,No,No,No,,No, EMERALD AVE NE &  ARBOR ST NE,42.9782407199074,-85.6479944949433,YTD,2756
3119610,1/18/2024 9:16:00 PM,16,5,Sideswipe-Same,No Injury (O),Yes,No,Yes,Yes,No,No,No,,No, JEFFERSON AVE SE &  DELAWARE ST SE,42.9463817410634,-85.6639441366262,YTD,2757
3119609,1/17/2024 10:42:00 PM,17,4,Sideswipe-Opposite,No Injury (O),Yes,No,No,Yes,No,No,No,,No, 6TH ST NW &  MONROE AVE NW,42.9766233579257,-85.6733362933159,YTD,2758
3119608,1/23/2024 6:30:00 AM,1,3,Single Motor Vehicle,No Injury (O),Yes,No,No,Yes,No,No,No,,No, RICHMOND ST NW &  SCRIBNER AVE NW,0,0,YTD,2759
3119607,1/18/2024 2:50:00 PM,9,5,Head On-Left Turn,No Injury (O),Yes,No,No,Yes,No,No,No,,No, BRETON RD SE &  28TH ST SE,42.9118669366702,-85.6080921015654,YTD,2760
3119606,1/24/2024 12:50:00 PM,7,4,Sideswipe-Same,No Injury (O),Yes,No,No,Yes,No,No,No,,No, KALAMAZOO AVE SE &  28TH ST SE,42.9126759632043,-85.6280596446687,YTD,2761
3119605,1/17/2024 11:15:00 PM,18,4,Angle,No Injury (O),Yes,No,No,No,No,No,No,,No, FULLER AVE NE &  MICHIGAN ST NE,42.9699223175915,-85.6397116368762,YTD,2762
3119604,1/22/2024 11:00:00 PM,18,2,Rear End,No Injury (O),Yes,No,No,No,No,No,No,,No, 28TH ST SE &  BRETON RD SE,42.9126372028608,-85.6081907203885,YTD,2763
3119603,1/14/2024 6:47:00 PM,13,1,Backing,No Injury (O),Yes,No,No,Yes,No,No,No,,No, ANDRE ST SW &  BUCHANAN AVE SW,42.9257574482416,-85.6699574778574,YTD,2764
3119602,1/17/2024 3:25:00 PM,10,4,Single Motor Vehicle,No Injury (O),Yes,Yes,No,Yes,No,No,No,,No, 28TH ST SE &  CHAMBERLAIN AVE SE,42.9126337748514,-85.6230373412028,YTD,2765
